sex,sex-norace,age,age-norace,age_cat,age_cat-norace,race,race-norace,juv_fel_count,juv_fel_count-norace,juv_misd_count,juv_misd_count-norace,juv_other_count,juv_other_count-norace,priors_count,priors_count-norace,c_charge_degree,c_charge_degree-norace,c_charge_desc,c_charge_desc-norace,decile_score,decile_score-norace,score_text,score_text-norace
Female,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Driving While License Revoked,Driving While License Revoked,2,2,Low,Low
Female,Female,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,1,0,7,5,F,F,Dealing in Stolen Property,arrest case no charge,10,10,High,High
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,3,0,0,0,1,0,15,5,M,M,Battery,Battery,10,10,High,High
Male,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Fleeing or Eluding a LEO,arrest case no charge,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Driving While License Revoked,Possession of Cannabis,6,6,Medium,Medium
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Driving While License Revoked,arrest case no charge,5,5,Medium,Medium
Female,Female,48,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,DUI Property Damage/Injury,Battery,1,1,Low,Low
Male,Male,46,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,6,6,Medium,Medium
Female,Female,41,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Driving While License Revoked,Driving While License Revoked,5,5,Medium,Medium
Female,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,44,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,DUI Level 0.15 Or Minor In Veh,DUI Level 0.15 Or Minor In Veh,1,1,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Male,Male,20,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,2,0,0,5,F,M,Uttering a Forged Instrument,Uttering a Forged Instrument,5,5,Medium,Medium
Male,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Assault/Battery Armed,arrest case no charge,2,2,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Driving While License Revoked,arrest case no charge,8,8,High,High
Male,Male,31,29,25 - 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,6,5,F,M,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Petit Theft,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Driving License Suspended,arrest case no charge,4,4,Low,Low
Male,Male,44,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,6,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,6,6,Medium,Medium
Female,Female,23,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Battery,Battery,6,6,Medium,Medium
Female,Male,27,29,25 - 45,25 - 45,African-American,African-American,1,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,45,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,7,5,F,F,Felony Battery,Battery,2,2,Low,Low
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,1,0,1,0,1,0,2,5,F,F,arrest case no charge,arrest case no charge,8,8,High,High
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,53,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,15,5,F,F,Felony Driving While Lic Suspd,Possession of Cocaine,1,1,Low,Low
Male,Male,48,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Female,Female,24,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,0,5,F,F,Uttering a Forged Instrument,arrest case no charge,3,3,Low,Low
Male,Male,22,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Dwelling Occupied,arrest case no charge,4,4,Low,Low
Male,Male,24,29,Less than 25,Less than 25,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,64,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Operating W/O Valid License,Felony Petit Theft,1,1,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Asian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,44,47,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,2,5,F,F,Leaving the Scene of Accident,Battery,2,2,Low,Low
Male,Male,51,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,F,M,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,42,29,25 - 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,17,5,M,M,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Bribery Athletic Contests,arrest case no charge,9,9,High,High
Male,Male,45,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,16,5,F,F,Possession Of Heroin,Battery,10,10,High,High
Male,Male,21,29,Less than 25,Less than 25,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,Battery on Law Enforc Officer,Battery,5,5,Medium,Medium
Female,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Tamper With Witness/Victim/CI,Tamper With Witness/Victim/CI,3,3,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,7,5,F,M,Crim Attempt/Solic/Consp,arrest case no charge,9,9,High,High
Female,Female,20,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Agg Battery Grt/Bod/Harm,Agg Battery Grt/Bod/Harm,4,4,Low,Low
Male,Male,24,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,38,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,9,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,9,5,F,F,Driving While License Revoked,Driving While License Revoked,3,3,Low,Low
Male,Male,23,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Viol Injunct Domestic Violence,Viol Injunct Domestic Violence,9,9,High,High
Male,Male,58,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Viol Injunct Domestic Violence,Viol Injunct Domestic Violence,1,1,Low,Low
Male,Male,23,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Petit Theft,Battery,8,8,High,High
Male,Male,51,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,M,Possession of Cocaine,Unauth Poss ID Card or DL,4,4,Low,Low
Male,Male,27,29,25 - 45,Less than 25,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Prowling/Loitering,Battery,5,5,Medium,Medium
Female,Female,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Agg Battery Grt/Bod/Harm,Agg Battery Grt/Bod/Harm,2,2,Low,Low
Male,Male,35,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,3,5,F,F,Burglary Structure Unoccup,Felony Petit Theft,1,1,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,10,5,F,M,Possession of Cocaine,Battery,10,10,High,High
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Viol Pretrial Release Dom Viol,arrest case no charge,6,6,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,1,0,1,5,F,F,Poss Contr Subst W/o Prescript,arrest case no charge,6,6,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,2,5,F,F,Kidnapping / Domestic Violence,Battery,3,3,Low,Low
Female,Female,22,29,Less than 25,Less than 25,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,50,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,12,5,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Female,Male,42,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,35,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,F,F,Cruelty to Animals,Battery,3,3,Low,Low
Female,Female,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Exposes Culpable Negligence,Felony Petit Theft,3,3,Low,Low
Male,Male,50,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Female,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,7,7,Medium,Medium
Male,Male,31,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,Assault,Pos Cannabis W/Intent Sel/Del,1,1,Low,Low
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Aggrav Battery w/Deadly Weapon,arrest case no charge,5,5,Medium,Medium
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Lve/Scen/Acc/Veh/Prop/Damage,Battery,5,5,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,F,F,Driving While License Revoked,Driving While License Revoked,5,5,Medium,Medium
Male,Male,39,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,13,5,F,M,Possession of Cocaine,Possession of Cocaine,10,10,High,High
Male,Male,59,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,15,5,M,M,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,2,0,3,5,F,F,Grand Theft (Motor Vehicle),DUI Level 0.15 Or Minor In Veh,8,8,High,High
Male,Male,21,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,0,5,F,F,Tampering With Physical Evidence,Battery,4,4,Low,Low
Female,Female,40,47,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,4,5,F,F,Grand Theft (Motor Vehicle),Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,3,0,0,0,0,0,16,5,F,F,arrest case no charge,arrest case no charge,8,8,High,High
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,F,F,Possession Burglary Tools,arrest case no charge,2,2,Low,Low
Male,Male,56,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,13,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Female,Female,50,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,arrest case no charge,5,5,Medium,Medium
Male,Male,29,29,25 - 45,25 - 45,Asian,African-American,0,0,0,0,0,0,0,5,F,F,Battery on a Person Over 65,Battery,1,1,Low,Low
Male,Male,29,29,25 - 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,7,5,M,M,Battery,Battery,8,8,High,High
Female,Female,74,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Felony Petit Theft,Felony Petit Theft,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,1,0,8,5,M,M,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,37,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,Pos Cannabis W/Intent Sel/Del,Grand Theft in the 3rd Degree,2,2,Low,Low
Female,Female,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,F,F,Neglect Child / No Bodily Harm,Battery,3,3,Low,Low
Male,Male,36,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Carrying Concealed Firearm,arrest case no charge,4,4,Low,Low
Female,Male,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,1,0,0,0,11,5,F,F,Felony Petit Theft,Felony Petit Theft,6,6,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,3,3,Low,Low
Female,Female,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,1,0,2,0,0,0,6,5,F,F,Crim Use of Personal ID Info,arrest case no charge,6,6,Medium,Medium
Male,Male,20,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,0,5,F,F,Uttering a Forged Instrument,Battery,3,3,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,1,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,59,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,F,M,Tamper With Witness/Victim/CI,arrest case no charge,4,4,Low,Low
Male,Male,38,47,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,2,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,21,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,2,0,1,5,F,F,Obstruct Officer W/Violence,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,25,29,25 - 45,Less than 25,Other,African-American,0,0,0,0,0,0,0,5,F,F,Felony Battery,Battery,2,2,Low,Low
Male,Male,49,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving Under The Influence,arrest case no charge,1,1,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,1,0,0,0,1,5,F,F,Att Burgl Unoccupied Dwel,Battery,9,9,High,High
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Resist Officer w/Violence,Battery,4,4,Low,Low
Female,Female,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Fraudulent Use of Credit Card,Agg Battery Grt/Bod/Harm,5,5,Medium,Medium
Male,Male,52,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,F,M,Tampering With Physical Evidence,Battery,1,1,Low,Low
Male,Male,43,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Pos Cannabis W/Intent Sel/Del,Pos Cannabis W/Intent Sel/Del,5,5,Medium,Medium
Male,Male,55,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Failure To Return Hired Vehicle,Possession of Cocaine,1,1,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Burglary Unoccupied Dwelling,arrest case no charge,2,2,Low,Low
Male,Male,23,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,1,0,1,5,M,M,DUI Property Damage/Injury,Battery,2,2,Low,Low
Male,Male,61,47,Greater than 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,2,5,F,F,Felony Petit Theft,Felony Petit Theft,4,4,Low,Low
Female,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Tampering With Physical Evidence,arrest case no charge,4,4,Low,Low
Male,Male,35,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Possession Of Amphetamine,arrest case no charge,3,3,Low,Low
Female,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,21,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft (Motor Vehicle),Possession of Cannabis,7,7,Medium,Medium
Male,Male,41,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Driving While License Revoked,Driving While License Revoked,1,1,Low,Low
Male,Male,44,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Viol Injunct Domestic Violence,Viol Injunct Domestic Violence,5,5,Medium,Medium
Male,Male,45,29,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,DUI Property Damage/Injury,Felony Battery (Dom Strang),1,1,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,DUI Level 0.15 Or Minor In Veh,Battery,3,3,Low,Low
Male,Male,32,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,5,5,F,F,arrest case no charge,Uttering a Forged Instrument,4,4,Low,Low
Female,Female,35,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,M,M,Battery,Battery,7,7,Medium,Medium
Female,Female,38,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Female,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,DUI Property Damage/Injury,Battery,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,3,5,M,M,Battery,Battery,10,10,High,High
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,4,0,0,0,0,0,12,5,F,F,Possession of Cocaine,Battery,9,9,High,High
Male,Male,38,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,2,5,M,M,Driving Under The Influence,Felony Battery (Dom Strang),2,2,Low,Low
Male,Male,55,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,41,47,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Driving While License Revoked,1,1,Low,Low
Male,Male,41,47,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,3,3,Low,Low
Male,Male,61,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,12,5,F,F,Felony Battery w/Prior Convict,arrest case no charge,3,3,Low,Low
Female,Male,38,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,4,0,0,0,1,0,13,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Deliver Cannabis,Felony Petit Theft,3,3,Low,Low
Male,Male,44,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cocaine,Possession of Cocaine,8,8,High,High
Male,Male,56,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,5,5,F,F,Lewd or Lascivious Molestation,arrest case no charge,2,2,Low,Low
Male,Male,22,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Dwelling Armed,Battery,3,3,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Driving While License Revoked,Pos Cannabis W/Intent Sel/Del,6,6,Medium,Medium
Female,Female,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Female,Male,51,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Leave Acc/Attend Veh/More $50,Grand Theft in the 3rd Degree,4,4,Low,Low
Male,Male,36,29,25 - 45,25 - 45,Hispanic,African-American,1,0,0,0,0,0,2,5,M,M,Criminal Mischief,Battery,2,2,Low,Low
Male,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,37,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,Aggravated Battery On 65/Older,Possession of Cannabis,1,1,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,False Ownership Info/Pawn Item,arrest case no charge,3,3,Low,Low
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,6,6,Medium,Medium
Female,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,27,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Fleeing Or Attmp Eluding A Leo,Battery,2,2,Low,Low
Female,Female,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Harm Public Servant Or Family,Battery,4,4,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,F,F,Cruelty Toward Child,Grand Theft in the 3rd Degree,4,4,Low,Low
Female,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Aggrav Child Abuse-Agg Battery,arrest case no charge,2,2,Low,Low
Male,Male,47,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Burglary Conveyance Unoccup,arrest case no charge,6,6,Medium,Medium
Male,Male,35,29,25 - 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,2,5,F,F,Aggravated Assault w/Firearm,Viol Injunct Domestic Violence,1,1,Low,Low
Female,Male,28,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,4,4,Low,Low
Female,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,1,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,31,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,10,10,High,High
Male,Male,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Assault,Viol Injunct Domestic Violence,2,2,Low,Low
Female,Female,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Hydrocodone,Battery,7,7,Medium,Medium
Female,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,9,5,F,F,Criminal Mischief,Criminal Mischief,7,7,Medium,Medium
Male,Male,42,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Aggravated Assault W/Dead Weap,Pos Cannabis W/Intent Sel/Del,3,3,Low,Low
Male,Male,62,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Solicit Deliver Cocaine,arrest case no charge,1,1,Low,Low
Female,Female,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Grand Theft on 65 Yr or Older,Battery,3,3,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Carrying Concealed Firearm,Battery,5,5,Medium,Medium
Male,Male,32,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery on Law Enforc Officer,Battery,1,1,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Conveyance Unoccup,Felony Battery (Dom Strang),5,5,Medium,Medium
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,Carrying Concealed Firearm,Carrying Concealed Firearm,9,9,High,High
Female,Female,41,47,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,2,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
